,transaction_amount,quantity,customer_age,is_fraudulent,account_age_days,transaction_hour,transaction_day,transaction_month,encoded_payment_method,encoded_product_category,encoded_device_used
50076,47.05,1,41,0,221,21,5,3,2,0,1
50077,171.69,2,24,0,52,21,1,2,1,3,2
50078,153.79,2,44,0,47,19,6,2,3,0,2
50079,105.31,5,24,0,164,11,6,3,1,4,1
50080,144.07,5,42,0,53,2,5,2,3,0,2
50081,142.03,4,51,0,189,18,5,2,0,2,0
50082,297.71,5,50,0,244,3,2,2,3,1,0
50083,264.4,5,35,1,9,1,1,1,0,2,2
50084,303.1,5,32,0,114,1,2,1,3,2,1
50085,87.76,4,25,0,219,5,1,2,1,3,1
50086,51.68,2,19,0,21,23,0,2,1,4,2
50087,273.6,5,45,0,263,21,0,1,2,1,1
50088,98.47,1,35,0,20,10,5,3,2,1,1
50089,125.5,5,26,0,100,14,1,3,3,4,1
50090,334.33,4,36,0,164,15,5,3,2,0,2
50091,151.08,4,35,0,39,20,5,1,0,4,1
50092,194.27,4,47,0,66,6,2,2,1,2,0
50093,49.21,1,51,0,336,16,6,3,3,4,2
50094,424.72,1,51,0,64,9,6,2,0,3,1
50095,91.28,4,39,1,13,13,2,1,1,3,0
50096,45.71,2,33,0,252,16,2,2,2,0,2
50097,450.03,4,47,0,48,18,3,1,0,0,2
50098,219.3,3,29,0,279,4,4,1,3,4,1
50099,140.95,4,33,0,100,18,2,3,3,1,0
50100,53.27,1,40,0,290,18,2,3,2,1,2
50101,1620.75,5,44,1,13,4,0,2,0,0,1
50102,181.77,5,27,0,292,19,4,1,2,3,2
50103,31.13,4,30,0,122,13,4,3,2,1,2
50104,161.41,2,27,0,225,21,6,3,3,0,0
50105,427.21,1,20,0,226,1,6,2,3,1,2
50106,143.1,3,20,0,312,19,4,1,0,3,2
50107,262.87,2,21,0,185,13,3,3,0,1,1
50108,274.16,2,69,0,24,2,4,2,1,4,2
50109,100.84,2,43,0,31,8,2,4,2,3,2
50110,82.14,3,33,0,330,0,2,4,1,2,2
50111,53.46,1,52,0,121,10,5,3,2,0,0
50112,73.32,4,48,0,24,1,4,1,1,3,2
50113,264.98,5,41,0,125,22,4,3,0,4,1
50114,175.1,5,28,0,88,16,2,3,0,1,0
50115,480.67,3,42,0,111,7,5,2,2,1,2
50117,141.22,2,31,0,207,14,6,1,1,4,1
50118,223.45,4,38,0,272,11,4,3,1,2,2
50119,149.54,1,50,0,202,4,3,1,1,4,2
50120,523.73,5,44,0,247,13,2,2,2,0,1
50122,228.5,1,24,0,283,2,1,3,3,4,2
50123,502.58,1,46,0,205,11,1,2,0,0,2
50124,180.34,3,60,0,183,0,0,3,2,3,1
50125,411.97,1,44,0,16,11,5,1,1,2,1
50126,344.52,2,26,0,33,14,6,2,0,2,2
50127,17.13,4,30,0,87,13,6,1,3,2,0
50128,146.01,2,41,0,118,16,5,2,2,1,1
50129,225.27,1,33,0,233,3,2,2,2,4,1
50130,51.17,5,33,0,160,20,3,2,1,1,1
50131,575.64,5,41,0,52,10,3,3,3,1,0
50132,69.1,5,28,0,214,23,3,2,3,3,2
50133,298.01,4,32,0,338,4,5,1,1,2,0
50134,289.35,3,38,0,292,0,0,1,2,2,1
50135,106.6,2,38,0,188,22,4,1,1,1,0
50136,157.3,1,36,0,9,16,5,2,2,2,2
50137,18.14,1,31,0,231,18,2,3,3,1,0
50138,150.46,3,39,0,359,10,6,3,1,3,2
50139,644.39,5,42,0,12,14,3,3,0,0,1
50140,91.39,2,22,0,255,3,1,3,0,4,2
50141,26.14,1,23,0,279,23,3,3,3,4,2
50142,273.42,4,22,0,133,19,4,3,2,2,2
50143,210.78,5,34,0,351,19,3,2,0,2,2
50145,304.73,3,38,0,243,1,4,2,1,2,1
50146,50.97,1,25,0,356,5,0,1,2,4,1
50147,78.74,5,26,0,260,6,0,1,3,2,2
50148,138.95,4,32,0,194,12,5,2,2,2,2
50149,575.16,4,24,0,148,12,1,2,1,4,0
50150,121.36,2,66,0,177,3,6,3,3,3,0
50151,272.87,5,31,0,63,11,3,3,1,0,1
50152,218.05,1,20,0,211,9,1,4,2,1,1
50153,197.31,4,42,0,92,4,3,2,0,4,2
50154,344.36,1,37,0,89,3,5,1,2,3,1
50155,703.89,5,35,0,125,20,6,2,2,2,1
50156,267.6,2,49,0,67,11,5,3,0,3,2
50157,25.45,1,58,0,287,10,4,1,1,1,2
50158,179.98,1,38,0,338,4,5,3,2,4,0
50159,198.24,3,37,0,107,0,4,2,0,2,2
50160,305.61,5,30,0,63,17,6,2,2,4,0
50161,279.87,4,22,0,175,10,6,3,1,0,1
50162,49.02,4,31,0,15,16,4,1,1,0,2
50163,98.97,1,47,0,2,20,5,2,0,3,2
50164,125.02,4,40,0,196,3,2,1,0,0,2
50165,155.71,4,44,0,120,12,6,3,0,3,1
50166,80.38,2,23,0,176,21,0,3,3,3,0
50167,223.15,5,51,0,171,11,6,1,2,1,0
50168,144.52,5,27,0,142,2,5,1,1,2,0
50169,379.9,4,43,0,299,5,2,1,1,1,2
50170,124.83,5,48,0,242,20,3,3,2,2,0
50171,97.32,3,24,0,360,9,6,3,0,1,1
50172,218.74,1,39,0,280,9,0,3,2,1,2
50173,342.45,5,49,0,125,4,0,1,3,0,1
50174,56.12,4,40,0,323,15,1,1,2,3,0
50175,28.01,1,30,0,70,3,6,3,1,3,0
50176,136.94,2,53,0,58,13,4,3,1,1,2
50177,130.89,5,31,0,124,16,5,3,2,0,1
50178,302.59,1,45,0,306,0,6,3,3,3,0
50179,218.73,3,46,0,305,20,0,3,3,3,1
50180,73.6,5,33,0,14,17,0,1,1,3,0
50181,17.53,5,42,0,156,17,1,2,1,4,0
50182,151.06,1,39,0,185,1,6,2,3,1,0
50183,190.92,4,41,0,308,10,6,3,2,0,2
50184,58.92,1,39,0,303,11,3,1,0,2,0
50185,61.73,2,21,0,335,22,6,1,2,4,2
50186,34.28,4,20,0,73,1,5,3,1,0,1
50187,217.68,2,31,0,296,17,2,3,0,2,0
50188,76.0,2,34,0,204,13,1,2,2,4,2
50189,100.67,3,23,0,51,13,3,2,1,2,0
50190,41.0,5,30,0,330,3,2,1,3,4,1
50191,249.58,4,30,0,253,22,1,1,1,2,0
50192,87.36,5,25,0,181,17,0,3,1,1,2
50193,161.91,4,50,0,90,19,3,3,2,4,2
50194,39.3,2,43,1,348,11,5,3,1,4,1
50195,854.85,5,32,0,130,9,5,3,0,4,2
50196,22.86,1,32,0,64,22,6,3,0,4,1
50197,159.12,3,28,0,177,15,1,3,2,3,0
50198,27.73,2,31,0,257,6,0,3,1,2,0
50199,25.6,2,27,0,89,16,1,3,3,2,2
50200,450.57,1,35,0,147,3,0,1,3,4,2
50201,224.75,5,27,0,115,0,3,1,2,3,2
50202,172.27,3,30,0,37,6,4,1,3,2,2
50203,93.16,2,50,0,3,5,3,1,2,1,2
50204,25.66,4,22,0,227,15,4,1,3,1,1
50205,318.0,4,31,0,229,23,1,3,3,3,0
50206,105.88,3,36,0,348,5,4,3,2,2,1
50207,192.71,2,42,0,14,22,0,2,1,0,1
50208,15.6,1,24,0,1,0,0,1,0,2,0
50209,222.64,5,31,0,6,9,3,1,2,1,1
50210,105.76,4,37,0,30,1,1,3,3,3,2
50211,47.03,3,34,0,287,22,6,2,2,4,2
50212,57.99,2,19,0,239,8,2,1,3,4,2
50213,80.79,4,33,0,122,15,1,3,0,3,0
50214,468.54,1,33,0,82,17,4,3,0,4,1
50215,160.36,3,27,0,122,22,6,1,0,0,0
50216,108.19,4,33,1,25,5,2,2,3,0,0
50217,47.46,3,45,0,142,21,3,1,2,1,2
50218,494.97,3,37,0,269,0,5,2,2,0,0
50219,277.14,2,38,0,70,1,3,1,1,0,0
50220,95.4,2,39,0,273,19,3,3,0,3,0
50221,166.08,1,25,0,317,17,3,3,2,2,0
50222,148.88,5,35,0,145,9,3,1,2,4,2
50223,153.74,5,42,0,70,6,0,2,1,3,0
50224,1094.77,1,23,0,243,5,5,3,3,0,0
50225,221.32,4,41,0,99,20,5,3,1,2,1
50226,130.26,1,39,0,221,5,1,1,3,3,1
50227,313.03,3,23,0,6,2,2,2,2,4,2
50228,3192.35,1,37,1,2,22,4,1,2,1,0
50229,261.61,3,38,0,318,8,0,1,1,4,1
50230,99.71,2,25,0,131,19,0,1,1,1,1
50231,393.35,4,34,0,15,22,2,1,0,1,1
50232,545.21,4,42,0,102,4,2,3,1,2,1
50233,140.92,5,41,0,28,4,4,2,2,4,1
50235,671.39,1,34,0,91,14,6,2,3,1,2
50236,95.04,3,38,0,3,7,3,2,0,1,0
50237,41.65,3,36,0,356,2,5,3,3,1,1
50238,133.0,3,47,0,296,4,3,2,0,2,1
50239,32.54,2,44,0,156,16,1,2,1,1,2
50240,474.42,1,54,0,118,11,6,2,2,4,1
50241,1238.4,4,29,1,209,1,0,1,3,3,0
50242,29.45,4,27,0,152,21,5,3,2,1,2
50243,272.1,5,42,0,199,11,1,1,2,4,2
50244,91.4,3,27,0,163,2,1,2,1,3,1
50245,68.34,1,24,0,291,18,5,1,3,1,1
50246,219.24,3,42,0,336,17,2,1,0,2,1
50247,34.76,3,37,0,206,2,5,3,3,2,0
50248,325.88,5,36,0,324,8,0,1,1,0,0
50249,69.04,5,45,0,220,17,5,2,1,4,2
50250,230.82,4,41,0,24,21,4,2,1,2,1
50251,96.73,5,42,0,357,16,4,3,2,2,1
50252,244.45,3,33,0,264,8,1,2,3,0,0
50253,305.81,2,45,0,348,8,2,3,0,4,1
50254,152.64,5,33,0,123,11,2,3,3,4,0
50255,72.96,4,45,0,268,21,2,2,2,0,0
50256,126.05,5,30,0,345,13,1,3,0,1,1
50257,94.67,3,45,0,336,7,1,1,2,3,1
50258,258.23,5,44,0,239,23,0,1,1,2,2
50259,154.91,1,27,0,310,19,4,2,3,2,1
50260,278.09,2,20,0,180,16,4,3,0,0,1
50261,221.24,3,38,0,37,18,0,2,1,2,2
50262,88.72,5,42,1,321,3,2,3,3,2,1
50263,113.87,4,40,0,310,6,0,3,0,1,2
50264,62.96,2,30,0,356,2,5,1,1,3,0
50265,54.53,5,43,0,296,21,1,3,1,0,1
50266,828.77,5,40,0,309,7,6,1,3,3,2
50267,474.86,3,37,0,12,6,1,2,0,0,1
50268,207.59,1,46,0,213,0,2,1,3,2,0
50269,97.54,3,26,0,31,22,0,2,2,3,0
50270,525.46,2,63,0,214,16,2,3,0,1,1
50271,334.61,2,31,0,292,8,2,3,2,2,1
50272,249.97,4,42,0,247,5,5,3,3,4,0
50273,40.34,2,26,0,204,0,2,3,3,3,0
50274,555.82,2,21,0,230,11,4,1,3,3,1
50275,52.9,1,39,0,304,11,4,1,3,1,1
50276,31.04,1,62,0,21,8,1,2,0,0,1
50277,69.65,4,54,0,76,12,0,2,0,4,1
50278,144.18,2,53,0,20,17,3,2,2,1,0
50279,100.42,5,22,0,342,5,3,3,2,0,1
50280,34.22,1,29,0,189,16,2,2,0,4,0
50281,830.38,5,45,0,318,15,5,1,0,4,2
50282,273.24,3,43,0,192,4,0,3,3,1,1
50283,219.6,1,35,1,34,5,3,2,3,0,0
50284,38.57,4,24,0,38,4,0,4,0,3,2
50285,126.08,1,43,0,218,2,3,2,1,3,0
50286,71.09,5,38,0,337,16,6,1,1,2,1
50287,71.76,5,27,0,58,6,5,2,2,0,2
50289,58.77,2,34,0,203,0,0,2,2,2,2
50290,86.37,1,43,0,187,4,1,1,0,1,0
50291,14.89,2,28,0,212,15,3,2,0,2,0
50292,585.74,3,28,0,213,9,2,3,0,1,2
50293,139.61,1,29,0,23,18,3,1,3,1,0
50294,168.42,1,47,0,292,5,0,1,2,3,0
50295,217.62,1,32,0,256,0,2,2,2,4,1
50296,1012.8,2,35,0,151,2,2,3,1,3,2
50297,538.02,3,53,0,311,19,2,1,1,1,0
50298,25.27,2,31,0,223,21,5,2,3,0,1
50299,36.86,2,44,0,199,16,6,2,2,3,2
50300,70.01,1,39,0,324,10,4,3,0,0,2
50301,72.19,2,40,0,220,7,3,2,3,4,2
50302,522.99,2,35,0,319,8,3,2,1,1,2
50303,270.35,2,35,0,16,2,6,3,3,4,1
50304,70.86,4,38,0,281,7,2,3,3,2,2
50305,598.16,1,36,0,251,15,3,2,2,4,2
50306,494.84,1,28,0,3,21,3,1,3,3,2
50307,24.31,1,37,0,284,9,0,1,1,4,1
50308,45.03,1,44,0,230,17,1,1,3,4,0
50309,70.29,3,45,0,73,6,5,3,1,3,1
50310,287.74,1,28,0,39,19,2,2,1,0,0
50311,95.76,3,40,0,328,5,5,3,3,0,2
50312,266.69,1,47,0,74,8,2,2,0,4,1
50313,687.82,1,39,0,133,19,5,3,1,2,0
50314,792.19,4,44,0,185,5,1,1,1,1,1
50315,326.48,1,44,0,176,22,2,1,3,4,2
50316,123.17,3,47,0,216,11,6,1,1,2,2
50317,67.7,5,35,0,66,2,6,1,3,1,1
50318,634.73,4,31,0,334,4,5,3,1,4,0
50319,515.45,3,44,0,99,8,0,3,1,3,2
50320,23.93,1,33,0,285,19,0,1,2,2,0
50321,280.24,1,34,0,206,6,5,1,3,4,1
50322,21.27,3,26,0,86,6,3,3,0,1,1
50323,236.88,4,46,0,255,18,3,2,0,3,2
50324,207.43,3,16,1,2,3,4,1,2,3,0
50326,131.33,2,21,0,296,14,3,2,1,2,2
50327,16.56,4,18,0,151,19,4,2,3,2,0
50328,64.48,1,44,0,339,20,6,3,2,0,0
50329,329.72,4,23,0,162,10,0,1,3,4,0
50330,723.62,1,56,0,321,8,0,3,2,4,0
50331,299.43,1,42,0,357,6,0,2,1,3,2
50332,100.25,1,49,0,324,20,2,1,1,2,0
50333,228.36,4,27,0,348,21,3,2,0,3,2
50334,20.3,4,19,0,345,23,3,3,0,2,1
50335,861.75,3,20,0,18,15,4,3,3,0,1
50336,497.85,2,49,0,226,0,5,2,0,2,0
50337,283.23,4,22,0,320,12,1,2,1,3,2
50338,26.73,3,24,0,317,18,2,2,1,2,0
50339,404.11,1,26,1,149,4,0,4,2,2,0
50340,520.89,3,50,0,182,17,1,1,3,0,2
50341,42.3,1,31,0,84,2,2,4,1,3,1
50342,75.25,2,33,0,289,10,5,1,1,0,2
50343,151.19,5,36,0,309,6,5,2,3,4,1
50344,298.36,1,38,0,77,8,5,2,1,4,1
50345,356.88,5,28,0,219,20,4,2,3,0,2
50346,316.01,3,39,1,161,12,2,3,0,1,0
50347,61.15,4,20,0,154,13,1,1,3,0,1
50348,262.16,4,28,0,321,5,3,2,1,2,0
50349,18.86,4,28,0,64,6,1,2,0,1,2
50350,179.29,5,29,0,265,18,2,2,3,0,1
50351,194.17,1,41,1,3,1,0,2,0,2,2
50352,514.45,3,28,0,306,1,6,1,1,2,2
50353,229.32,4,32,0,77,22,1,3,3,0,1
50354,47.9,2,28,0,216,19,3,3,2,2,0
50355,49.46,2,56,0,124,9,4,3,1,2,2
50356,173.83,3,30,0,208,20,5,2,1,3,2
50357,209.32,4,20,0,8,22,4,3,0,3,1
50359,54.71,5,46,0,269,21,6,1,3,2,1
50360,385.34,1,53,0,221,12,5,3,3,2,1
50361,201.57,1,26,0,303,5,6,2,1,4,1
50362,379.61,3,39,0,130,19,2,3,2,3,2
50363,155.62,1,29,0,143,16,0,1,1,3,1
50364,226.69,5,44,0,270,6,2,3,0,1,0
50365,40.07,1,27,0,233,21,6,3,0,1,0
50366,29.01,2,24,0,152,3,3,3,0,3,0
50367,25.2,3,35,0,94,13,4,1,1,0,2
50368,354.69,5,36,1,123,1,0,2,2,2,2
50369,281.37,3,44,0,44,2,2,1,0,3,0
50370,89.01,1,26,0,155,8,4,2,2,1,1
50371,43.54,3,48,0,311,4,5,1,0,2,0
50372,60.22,2,44,0,80,23,1,3,3,4,1
50373,2049.25,2,24,1,181,14,4,2,0,1,0
50374,355.33,1,45,0,193,8,6,2,1,4,0
50375,115.55,3,30,0,194,1,5,3,2,4,2
50376,312.63,2,27,0,132,15,6,3,2,1,1
50377,974.71,4,46,0,303,20,5,3,0,2,0
50378,31.77,3,42,0,13,22,2,3,2,4,0
50379,263.22,1,44,0,244,16,6,1,1,0,1
50380,34.28,2,24,0,65,13,2,1,2,2,2
50381,62.02,2,39,0,104,22,0,1,3,2,0
50383,319.48,3,43,0,361,16,4,3,1,4,2
50384,109.69,2,26,0,114,0,2,3,2,2,2
50385,45.0,5,30,0,283,2,6,1,1,0,1
50386,365.55,3,43,0,261,10,3,1,2,1,0
50387,34.04,4,50,0,199,16,2,1,3,1,2
50388,1694.2,3,35,1,98,11,6,1,2,2,0
50389,90.15,2,47,0,282,10,2,3,2,2,2
50390,242.57,5,32,0,255,15,4,3,1,0,2
50391,52.26,2,41,0,288,21,6,2,0,0,0
50393,88.0,5,38,0,361,6,4,3,1,2,0
50394,162.19,4,26,0,231,7,5,3,2,4,0
50395,82.14,2,44,0,184,1,4,1,1,0,2
50396,385.48,1,43,0,353,6,4,3,0,4,0
50397,532.87,5,41,0,175,21,2,1,2,3,1
50398,145.45,4,26,0,129,20,2,2,1,3,2
50399,453.69,5,39,0,348,9,1,1,1,0,0
50400,71.27,5,27,0,44,3,3,2,0,2,1
50401,192.73,3,43,0,229,1,5,2,1,3,2
50402,293.86,5,39,0,243,9,4,2,3,1,1
50403,51.38,2,29,0,92,5,6,3,0,4,2
50404,137.74,5,23,0,274,9,6,2,2,4,0
50405,183.16,5,50,0,324,20,1,2,1,0,1
50406,123.8,5,18,0,106,14,0,4,3,3,2
50407,611.92,5,25,0,194,5,5,3,2,0,2
50408,928.99,4,26,0,103,17,2,2,2,4,2
50409,259.74,1,35,0,17,22,4,3,2,0,1
50410,24.37,3,27,0,3,19,3,2,0,2,0
50411,201.11,4,32,0,248,0,5,2,0,1,2
50412,189.55,5,33,0,158,19,1,1,1,1,1
50413,505.29,5,34,0,187,18,3,2,0,0,0
50414,31.25,2,18,0,226,15,2,2,0,2,1
50415,13.4,3,34,1,5,0,2,2,0,2,2
50416,519.33,5,37,0,355,9,4,1,2,2,2
50417,195.89,2,28,0,365,15,3,3,3,1,2
50418,38.88,5,24,0,269,11,3,1,1,2,1
50419,210.7,1,28,0,75,22,3,2,2,3,2
50421,250.63,4,23,0,245,13,4,1,2,4,1
50422,156.57,2,33,0,128,0,6,2,1,2,1
50423,189.93,2,25,0,314,9,6,1,1,0,2
50424,129.34,2,45,0,64,13,5,1,1,4,1
50425,12.85,3,28,0,337,16,3,1,3,1,2
50426,218.59,3,46,0,9,0,3,2,3,0,1
50427,197.39,4,30,0,235,1,3,1,2,4,2
50428,27.6,4,42,0,13,11,0,2,2,3,1
50429,35.98,4,38,0,237,3,2,2,1,1,2
50430,274.31,5,46,0,51,20,6,3,3,1,0
50431,256.37,1,28,0,14,11,2,3,3,4,2
50432,437.87,4,45,0,134,10,1,2,1,1,1
50433,30.16,3,56,0,325,9,3,2,2,4,1
50434,36.26,2,26,0,31,1,2,3,0,2,0
50435,94.42,2,48,0,13,8,4,3,2,0,2
50436,226.4,2,29,0,348,21,3,1,3,0,0
50437,214.63,4,41,0,358,3,1,3,1,0,2
50438,95.25,4,32,0,275,4,5,1,2,2,0
50439,869.79,1,51,0,46,7,6,1,0,3,1
50440,198.06,4,40,0,124,10,3,2,0,1,1
50441,216.9,5,23,0,47,11,5,3,0,2,2
50442,128.84,2,18,0,61,23,4,2,1,2,1
50443,585.35,3,41,0,316,2,1,1,3,3,1
50444,353.35,3,41,0,272,4,0,3,3,3,1
50445,189.32,5,48,0,338,19,2,3,3,0,0
50446,200.48,5,38,0,264,9,0,1,0,1,0
50447,149.47,1,28,0,11,12,2,1,2,1,0
50448,261.15,4,29,0,72,15,1,3,2,2,0
50449,28.79,4,54,0,96,21,4,2,3,0,1
50450,149.8,1,29,0,256,20,2,3,1,4,0
50451,80.94,1,52,0,339,4,4,2,3,4,0
50452,43.35,2,34,0,273,2,1,1,3,2,1
50453,302.86,2,31,0,162,0,6,1,1,3,1
50454,1263.22,1,34,0,291,9,4,3,1,4,1
50455,98.25,3,26,0,112,10,2,1,1,3,0
50456,30.3,1,35,0,132,15,1,1,1,4,2
50457,218.35,4,18,0,347,23,5,1,3,1,0
50459,440.85,2,37,0,57,1,0,1,2,4,0
50460,304.35,5,48,0,148,12,0,2,3,2,2
50461,128.38,4,23,0,163,18,3,2,0,0,2
50462,450.47,5,42,0,159,3,2,1,1,2,2
50463,693.17,1,29,0,261,10,3,3,0,4,1
50464,104.53,1,56,0,191,14,6,2,0,0,2
50465,178.98,2,34,0,87,4,5,3,1,3,1
50466,63.18,2,40,0,317,17,3,1,3,0,2
50467,67.5,1,47,0,68,7,3,3,2,3,2
50468,119.34,1,20,0,193,17,4,1,1,4,0
50469,695.93,1,33,0,364,18,4,1,2,0,1
50470,143.12,4,31,0,353,16,3,2,2,2,0
50472,336.79,1,27,0,335,18,1,1,1,4,2
50473,223.17,1,31,0,78,11,6,3,3,4,2
50474,611.64,1,43,0,78,1,1,1,2,3,2
50475,324.73,2,39,0,280,20,6,3,3,2,2
50476,350.33,5,23,0,252,4,3,2,1,2,2
50477,269.85,4,32,0,96,15,3,2,2,2,1
50478,107.29,4,28,0,270,5,1,1,1,0,0
50479,297.43,3,22,0,133,15,2,2,2,0,2
50480,28.94,5,47,0,270,13,4,2,2,3,0
50481,192.78,3,30,0,338,23,0,1,1,0,1
50482,266.38,5,49,0,76,19,2,3,0,1,1
50483,79.36,5,51,0,52,5,2,3,0,2,0
50484,64.67,5,49,0,213,12,4,2,3,4,1
50485,290.71,5,26,0,361,5,1,1,0,4,1
50486,197.81,1,38,0,285,11,6,3,0,2,0
50487,41.88,2,24,0,243,14,4,2,3,1,2
50488,41.52,2,16,0,33,5,6,3,0,1,1
50489,24.45,2,41,0,274,14,5,2,1,0,1
50491,188.03,4,40,0,183,8,4,1,3,4,0
50493,572.31,5,40,1,251,3,3,1,3,4,1
50494,41.5,5,26,0,312,12,3,2,0,4,1
50495,565.96,3,50,0,347,14,6,3,1,2,2
50496,381.91,1,41,0,123,20,6,2,3,1,1
50497,425.45,4,34,1,273,4,3,3,3,3,1
50498,13.71,5,55,0,227,20,1,2,3,4,2
50499,285.5,3,28,0,49,15,5,1,3,3,2
50500,402.91,5,38,0,306,6,0,1,3,0,1
50501,34.29,4,38,0,281,10,6,3,2,4,2
50502,24.9,5,38,0,109,8,5,2,2,4,0
50503,158.67,5,28,0,24,9,4,3,2,2,2
50504,86.58,3,26,0,78,5,5,1,0,1,1
50505,1030.15,5,35,1,362,5,2,3,3,0,0
50507,1250.43,1,39,0,50,3,5,1,0,3,1
50508,72.42,1,21,0,276,7,6,2,1,2,0
50509,193.19,3,29,0,123,22,1,4,2,0,0
50510,56.17,1,49,0,124,12,4,2,1,3,0
50512,551.58,2,49,0,5,11,1,2,0,2,0
50513,575.5,2,48,0,178,12,5,2,1,0,1
50514,207.56,5,35,0,145,4,6,1,0,4,1
50515,259.85,5,37,0,189,9,4,3,3,4,2
50516,106.12,1,51,0,225,7,4,3,1,1,2
50517,105.56,1,48,0,152,19,3,3,3,3,2
50518,152.37,3,42,0,193,21,1,1,3,0,1
50519,364.92,4,28,0,8,21,2,3,3,0,1
50520,432.17,3,26,0,156,1,5,2,3,1,2
50521,112.64,4,35,0,32,19,2,2,1,2,1
50522,357.37,2,22,0,314,2,1,3,3,2,0
50523,66.84,1,32,0,224,20,0,2,1,4,2
50524,152.56,3,36,0,164,23,1,2,0,2,2
50525,156.71,1,41,0,299,14,0,2,2,0,1
50526,1954.75,2,28,1,19,17,0,3,0,4,1
50528,71.32,4,46,0,172,14,5,2,2,1,0
50529,405.34,3,38,1,3,5,3,3,1,4,1
50530,37.88,3,27,0,111,14,6,3,0,3,2
50531,495.82,3,18,0,339,11,0,4,0,3,1
50532,125.03,5,39,0,341,23,0,2,3,3,1
50533,81.21,3,40,0,228,11,0,2,1,4,1
50534,39.84,4,37,0,357,1,1,1,2,0,0
50535,176.21,4,28,0,170,11,4,2,2,4,1
50536,394.86,1,29,0,344,1,2,2,1,2,1
50537,174.66,4,30,0,16,13,2,1,0,4,0
50538,40.46,1,42,0,5,1,5,3,1,0,2
50539,61.62,5,26,0,355,15,1,3,0,3,1
50540,14.13,1,35,0,100,8,5,3,2,3,1
50541,41.52,2,33,0,209,18,3,1,1,0,2
50542,217.7,3,36,0,362,0,6,3,2,1,2
50543,539.21,5,42,0,49,19,6,1,2,4,2
50544,362.41,4,28,0,276,20,0,1,1,2,2
50545,57.98,4,45,0,334,3,5,3,1,4,0
50546,256.33,2,34,0,221,16,6,2,0,4,1
50547,345.96,5,33,0,36,11,1,2,2,1,1
50548,135.04,1,27,0,153,22,2,2,3,4,0
50549,41.22,2,38,0,200,2,5,1,0,1,0
50550,38.25,5,50,0,138,2,3,1,0,0,1
50551,58.14,3,36,0,275,14,5,3,1,1,1
50552,126.87,5,25,0,211,16,5,1,3,2,1
50553,125.55,3,45,0,217,6,6,1,1,0,1
50554,32.11,4,35,0,216,15,5,3,1,2,0
50555,443.65,4,43,1,10,3,3,2,1,2,1
50556,1304.05,4,28,1,28,23,1,3,1,3,1
50557,34.06,1,54,0,174,3,3,3,3,4,1
50558,245.07,1,33,0,291,12,1,1,3,2,2
50559,54.54,2,26,0,246,7,6,3,0,3,0
50560,70.4,1,35,0,189,14,5,2,2,0,2
50561,428.61,3,28,0,41,8,1,4,1,4,1
50562,277.74,1,33,0,91,12,2,1,3,2,0
50563,441.86,2,43,0,361,8,3,2,0,2,2
50564,166.53,1,49,0,69,19,2,3,1,2,0
50565,84.21,5,35,0,204,14,0,1,1,4,0
50566,460.95,4,39,0,308,3,0,3,0,0,2
50567,73.75,1,24,0,32,0,4,3,3,0,2
50568,321.97,1,25,0,307,13,1,2,1,0,2
50569,294.54,1,25,0,323,15,1,2,3,2,2
50570,95.69,5,39,0,213,0,2,4,1,0,2
50571,84.88,5,31,1,92,10,2,1,1,0,1
50572,246.16,1,32,0,344,13,5,3,0,3,0
50573,12.67,2,38,0,156,9,5,3,2,4,1
50574,282.11,2,24,0,314,6,5,1,2,1,0
50575,100.62,2,24,0,225,12,3,3,0,0,1
50576,127.02,3,28,0,333,20,0,2,0,2,0
50577,57.4,1,25,0,295,3,1,1,2,2,0
50578,222.77,5,26,0,119,0,6,2,0,4,2
50579,26.46,5,39,0,164,19,3,2,3,3,0
50580,157.54,2,43,0,98,18,0,3,1,2,1
50581,1342.6,4,30,0,117,8,2,1,0,4,2
50582,163.47,4,38,0,240,6,2,3,0,2,1
50583,36.69,2,39,0,141,18,5,2,1,3,2
50584,98.6,5,39,0,109,17,2,2,1,1,2
50585,570.03,3,29,0,355,16,1,2,1,4,2
50586,688.72,2,40,0,216,9,1,1,3,4,0
50587,83.79,1,28,0,29,22,5,3,3,0,0
50588,131.04,4,38,0,112,23,0,1,3,4,1
50589,17.85,3,29,0,319,22,5,3,0,4,0
50590,49.09,1,29,0,174,3,1,2,0,2,2
50591,53.02,3,42,0,149,16,6,2,0,0,2
50592,127.22,2,44,0,146,22,2,3,1,0,1
50593,141.04,1,24,0,253,22,1,1,0,1,1
50594,190.6,3,39,0,364,13,6,1,3,4,0
50595,110.58,5,27,0,348,15,0,2,2,0,1
50596,487.2,1,42,0,293,18,1,1,1,4,2
50597,213.92,4,47,0,120,22,2,3,2,0,2
50598,625.46,1,34,0,225,12,3,2,3,3,2
50599,89.81,3,32,0,185,23,4,2,3,4,1
50600,47.28,3,32,0,84,8,0,1,0,3,1
50601,718.18,1,34,0,246,19,0,2,0,4,2
50602,26.26,3,42,0,69,8,5,1,0,1,1
50603,240.48,4,51,0,70,0,1,4,0,2,2
50604,60.0,3,43,1,88,18,1,2,1,3,1
50605,142.12,4,34,0,29,9,1,2,2,4,0
50606,351.84,3,21,0,102,3,5,2,0,2,2
50607,153.78,1,23,0,149,5,4,3,2,0,2
